Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams,Player-additional,Year
LB,Zach Orr,BAL,24,2,15,15,0,0,0,0,0,0,0,0,0,0,0,92.0,0.0,3,AP: 2nd Tm,OrrxZa00,2016
LB,Alec Ogletree,LAR,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,98.0,0.0,2,AP: 2nd Tm,OgleAl00,2016
LB,Lavonte David,TAM,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,67.0,5.0,1,AP: 2nd Tm,DaviLa00,2016
LB,C.J. Mosley,BAL,24,2,14,14,0,0,0,0,0,0,0,0,0,0,0,56.0,0.0,4,AP: 2nd Tm,MoslC.00,2016
LB,Whitney Mercilus,HOU,26,4,15,15,0,0,0,0,0,0,0,0,0,0,0,36.0,7.5,0,AP: 2nd Tm,MercWh00,2016
LB,Benardrick McKinney,HOU,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,79.0,5.0,0,AP: 2nd Tm,McKiBe00,2016
CB,Aqib Talib,DEN,30,8,13,13,0,0,0,0,0,0,0,0,0,0,0,32.0,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,TaliAq99,2016
CB,Marcus Peters,KAN,23,1,15,15,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,6,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,PeteMa00,2016
CB,Malcolm Butler,NWE,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,1.0,4,PFF: 1st Tm AP: 2nd Tm,ButlMa01,2016
CB,Jackrabbit Jenkins,NYG,28,4,15,15,0,0,0,0,0,0,0,0,0,0,0,44.0,1.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,JenkJa03,2016
CB,Patrick Peterson,ARI,26,5,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,0.0,3,FW: 1st Tm All-Conf.,PetePa00,2016
CB,Casey Hayward,SDG,27,4,16,14,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,7,AP: 2nd Tm PFF: 2nd Tm,HaywCa00,2016
DB,Chris Harris Jr.,DEN,27,5,16,15,0,0,0,0,0,0,0,0,0,0,0,57.0,0.0,2,AP: 1st Tm PFF: 1st Tm,HarrCh01,2016
DB,Dominique Rodgers-Cromartie,NYG,30,8,15,9,0,0,0,0,0,0,0,0,0,0,0,41.0,1.0,6,AP: 2nd Tm PFF: 2nd Tm,RodgDo99,2016
S,Landon Collins,NYG,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,100.0,4.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,CollLa00,2016
S,Eric Berry,KAN,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,BerrEr99,2016
S,Eric Weddle,BAL,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,1.0,4,PFF: 1st Tm,WeddEr99,2016
S,Devin McCourty,NWE,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,67.0,0.0,1,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,McCoDe99,2016
S,Ha Ha Clinton-Dix,GNB,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.5,5,FW: 1st Tm All-Conf. AP: 2nd Tm,ClinHa00,2016
S,Kam Chancellor,SEA,28,6,12,12,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,2,PFF: 2nd Tm,ChanKa99,2016
P,Johnny Hekker,LAR,26,4,16,0,1,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,HekkJo00,2016
P,Pat McAfee,IND,29,7,16,0,1,1,35,0,0,1,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm SN: 1st Tm,McAfPa44,2016
P,Marquette King,OAK,28,3,16,0,0,0,0,0,0,2,27,0,0,0,0,1.0,0.0,0,AP: 2nd Tm,KingMa00,2016
PR,Marcus Sherels,MIN,29,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,FW: 1st Tm All-Conf.,SherMa20,2016
PR,Jamison Crowder,WAS,23,1,16,9,0,0,0,0,0,2,-2,0,67,847,7,0.0,0.0,0,PFF: 2nd Tm,CrowJa00,2016
KR,Tyreek Hill,KAN,22,Rook,16,1,0,0,0,0,0,24,267,3,61,593,6,4.0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,HillTy00,2016
KR,Cordarrelle Patterson,MIN,25,3,16,8,0,0,0,0,0,7,43,0,52,453,2,4.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,PattCo00,2016
KR,Tyler Lockett,SEA,24,1,15,9,0,0,0,0,0,6,114,1,41,597,1,0.0,0.0,0,AP: 2nd Tm PFF: 1st Tm,LockTy00,2016
KR,Alex Erickson,CIN,24,Rook,16,0,0,0,0,0,0,0,0,0,6,71,0,0.0,0.0,0,PFF: 2nd Tm,EricAl01,2016
ST,Matthew Slater,NWE,31,8,13,0,0,0,0,0,0,1,5,0,0,0,0,4.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,SlatMa00,2016
ST,Eric Murray,KAN,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,PFF: 1st Tm,MurrEr00,2016
ST,Dwayne Harris,NYG,29,5,16,1,0,0,0,0,0,0,0,0,1,13,1,8.0,0.0,0,FW: 1st Tm All-Conf.,HarrDw00,2016
ST,Nate Ebner,NWE,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0,AP: 2nd Tm,EbneNa00,2016
ST,Cody Davis,LAR,27,3,15,3,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,1,PFF: 2nd Tm,DaviCo02,2016
PK,Justin Tucker,BAL,27,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,TuckJu00,2016
PK,Matt Bryant,ATL,41,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,bryanmat01,2016
EDGE,Cameron Jordan,NOR,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,40.0,7.5,0,PFF: 2nd Tm,JordCa00,2016
EDGE,Cameron Wake,MIA,34,7,16,11,0,0,0,0,0,0,0,0,0,0,0,22.0,11.5,1,AP: 2nd Tm,WakeCa00,2016
EDGE,Olivier Vernon,NYG,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,46.0,8.5,0,AP: 2nd Tm,VernOl00,2016
QB,Tom Brady,NWE,40,17,16,16,385,581,4577,32,8,25,28,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,BradTo00,2017
QB,Carson Wentz,PHI,25,1,13,13,265,440,3296,33,7,64,299,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,WentCa00,2017
QB,Matt Ryan,ATL,32,9,16,16,342,529,4095,20,12,32,143,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,RyanMa00,2017
RB,Todd Gurley,LAR,23,2,15,15,0,0,0,0,0,279,1305,13,64,788,6,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,GurlTo01,2017
RB,Le'Veon Bell,PIT,25,4,15,15,0,0,0,0,0,321,1291,9,85,655,2,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm AP: 2nd Tm FW: 1st Tm SN: 1st Tm,BellLe00,2017
RB,Alvin Kamara,NOR,22,Rook,16,3,0,0,0,0,0,120,728,8,81,826,5,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,KamaAl00,2017
RB,Kareem Hunt,KAN,22,Rook,16,16,0,0,0,0,0,272,1327,8,53,455,3,0.0,0.0,0,FW: 1st Tm All-Conf.,HuntKa00,2017
WR,Antonio Brown,PIT,29,7,14,14,0,0,0,0,0,0,0,0,101,1533,9,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,BrowAn04,2017
WR,DeAndre Hopkins,HOU,25,4,15,15,0,0,0,0,0,0,0,0,96,1378,13,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,HopkDe00,2017
WR,Julio Jones,ATL,28,6,16,16,0,0,0,0,0,1,15,0,88,1444,3,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm,JoneJu02,2017
WR,Michael Thomas,NOR,24,1,16,14,0,0,0,0,0,0,0,0,104,1245,5,1.0,0.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,ThomMi05,2017
WR,Adam Thielen,MIN,27,3,16,16,0,0,0,0,0,1,11,0,91,1276,4,0.0,0.0,0,AP: 2nd Tm,ThieAd00,2017
WR,Keenan Allen,LAC,25,4,16,15,0,0,0,0,0,2,9,0,102,1393,6,0.0,0.0,1,PFF: 2nd Tm,AlleKe00,2017
TE,Rob Gronkowski,NWE,28,7,14,14,0,0,0,0,0,0,0,0,69,1084,8,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,GronRo00,2017
TE,Travis Kelce,KAN,28,4,15,15,0,1,0,0,1,2,7,0,83,1038,8,0.0,0.0,0,AP: 2nd Tm SN: 1st Tm,KelcTr00,2017
TE,Zach Ertz,PHI,27,4,14,13,0,0,0,0,0,0,0,0,74,824,8,0.0,0.0,0,FW: 1st Tm All-Conf.,ErtzZa00,2017
TE,Hunter Henry,LAC,23,1,14,13,0,0,0,0,0,0,0,0,45,579,4,0.0,0.0,0,PFF: 2nd Tm,HenrHu00,2017
LT,David Bakhtiari,GNB,26,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm PFF: 1st Tm,BakhDa00,2017
LT,Joe Staley,SFO,33,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,StalJo20,2017
OT,Trent Williams,WAS,29,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 1st Tm,WillTr21,2017
T,Andrew Whitworth,LAR,36,11,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,WhitAn20,2017
T,Lane Johnson,PHI,27,4,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,JohnLa01,2017
T,Taylor Lewan,TEN,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. SN: 1st Tm,LewaTa00,2017
T,Mitchell Schwartz,KAN,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,SchwMi00,2017
T,Alejandro Villanueva,PIT,29,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,VillAl00,2017
LG,Andrew Norwell,CAR,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 1st Tm PFF: 1st Tm,NorwAn01,2017
LG,Joel Bitonio,CLE,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,BitoJo00,2017
LG,Rodger Saffold,LAR,29,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,SaffRo20,2017
G,David DeCastro,PIT,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,DeCaDa00,2017
G,Zack Martin,DAL,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,MartZa00,2017
G,Brandon Brooks,PHI,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,BrooBr00,2017
G,Kelechi Osemele,OAK,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,OsemKe00,2017
C,Jason Kelce,PHI,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,KelcJa00,2017
C,Alex Mack,ATL,32,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm SN: 1st Tm,MackAl20,2017
C,Maurkice Pouncey,PIT,28,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,PounMa20,2017
C,Travis Frederick,DAL,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,FredTr00,2017
RT,Daryl Williams,CAR,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm PFF: 2nd Tm,WillDa06,2017
RT,Demar Dotson,TAM,32,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,DotsDe00,2017
DE,Cameron Jordan,NOR,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,13.0,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,JordCa00,2017
DE,Calais Campbell,JAX,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,14.5,0,FW: 1st Tm All-Conf. AP: 1st Tm AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm,CampCa99,2017
DE,Everson Griffen,MIN,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,31.0,13.0,0,SN: 1st Tm AP: 2nd Tm,GrifEv99,2017
DE,DeMarcus Lawrence,DAL,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,35.0,14.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,LawrDe00,2017
DE,Joey Bosa,LAC,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,54.0,12.5,0,FW: 1st Tm All-Conf.,BosaJo00,2017
DT,Aaron Donald,LAR,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,32.0,11.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,DonaAa00,2017
DT,Fletcher Cox,PHI,27,5,14,14,0,0,0,0,0,0,0,0,0,0,0,15.0,5.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm,CoxxFl00,2017
DT,Geno Atkins,CIN,29,7,16,15,0,0,0,0,0,0,0,0,0,0,0,29.0,9.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,AtkiGe99,2017
DT,Cameron Heyward,PIT,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,30.0,12.0,0,AP: 1st Tm,HeywCa01,2017
DT,Malik Jackson,JAX,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,31.0,8.0,0,FW: 1st Tm All-Conf.,JackMa02,2017
DT,Ndamukong Suh,MIA,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,29.0,4.5,0,PFF: 2nd Tm,SuhxNd99,2017
DT,Kawann Short,CAR,28,4,16,16,0,0,0,0,0,0,0,0,0,0,0,27.0,7.5,0,PFF: 2nd Tm,ShorKa00,2017
OLB,Chandler Jones,ARI,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,52.0,17.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,JoneCh03,2017
OLB,Von Miller,DEN,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,10.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 1st Tm,MillVo00,2017
OLB,Jadeveon Clowney,HOU,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,9.5,0,FW: 1st Tm All-Conf.,ClowJa00,2017
OLB,Ryan Kerrigan,WAS,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,34.0,13.0,1,FW: 1st Tm All-Conf.,KerrRy00,2017
MLB,Luke Kuechly,CAR,26,5,15,15,0,0,0,0,0,0,0,0,0,0,0,74.0,1.5,3,FW: 1st Tm All-Conf. AP: 1st Tm PFF: 1st Tm SN: 1st Tm,KuecLu00,2017
MLB,Ryan Shazier,PIT,25,3,12,12,0,0,0,0,0,0,0,0,0,0,0,68.0,0.0,3,FW: 1st Tm All-Conf.,ShazRy00,2017
LB,Bobby Wagner,SEA,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,97.0,1.5,2,AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,WagnBo00,2017
LB,Deion Jones,ATL,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,91.0,1.0,3,PFF: 2nd Tm,JoneDe01,2017
LB,Lavonte David,TAM,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,76.0,0.0,0,PFF: 2nd Tm,DaviLa00,2017
LB,Telvin Smith,JAX,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,76.0,1.0,3,AP: 2nd Tm,SmitTe01,2017
LB,C.J. Mosley,BAL,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,96.0,1.0,2,AP: 2nd Tm,MoslC.00,2017
CB,Jalen Ramsey,JAX,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,52.0,0.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,RamsJa00,2017
CB,Xavier Rhodes,MIN,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,2,AP: 1st Tm AP: 2nd Tm FW: 1st Tm SN: 1st Tm,RhodXa00,2017
CB,Darius Slay,DET,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,54.0,0.0,8,FW: 1st Tm All-Conf. AP: 1st Tm,SlayDa00,2017
CB,Casey Hayward,LAC,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,4,AP: 2nd Tm PFF: 1st Tm,HaywCa00,2017
CB,A.J. Bouye,JAX,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,6,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,BouyA.00,2017
CB,Marshon Lattimore,NOR,21,Rook,13,13,0,0,0,0,0,0,0,0,0,0,0,43.0,0.0,5,FW: 1st Tm All-Conf.,LattMa01,2017
CB,Tre'Davious White,BUF,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,4,PFF: 2nd Tm,WhitTr01,2017
DB,Patrick Robinson,PHI,30,7,16,8,0,0,0,0,0,0,0,0,0,0,0,39.0,1.0,4,PFF: 2nd Tm,RobiPa99,2017
S,Harrison Smith,MIN,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,61.0,1.5,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,SmitHa00,2017
S,Kevin Byard,TEN,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,8,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,ByarKe01,2017
S,Earl Thomas,SEA,28,7,14,14,0,0,0,0,0,0,0,0,0,0,0,56.0,0.0,2,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,ThomEa99,2017
S,Adrian Amos,CHI,24,2,13,10,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,1,PFF: 1st Tm,AmosAd00,2017
S,Eric Weddle,BAL,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,49.0,1.0,6,FW: 1st Tm All-Conf.,WeddEr99,2017
S,Glover Quin,DET,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,3,PFF: 2nd Tm,QuinGl99,2017
S,Micah Hyde,BUF,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,65.0,0.0,5,AP: 2nd Tm,HydeMi00,2017
S,Lamarcus Joyner,LAR,27,3,12,12,0,0,0,0,0,0,0,0,0,0,0,39.0,0.0,3,PFF: 2nd Tm,JoynLa00,2017
K,Matt Prater,DET,33,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,PratMa20,2017
K,Robbie Gould,SFO,35,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,gouldrob01,2017
P,Johnny Hekker,LAR,27,5,16,0,2,3,34,0,0,0,0,0,0,0,0,2.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,HekkJo00,2017
P,Brett Kern,TEN,31,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm SN: 1st Tm,KernBr20,2017
P,Thomas Morstead,NOR,31,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,MorsTh00,2017
PR,Jamal Agnew,DET,22,Rook,13,0,0,0,0,0,0,2,9,0,2,18,0,10.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,AgneJa00,2017
PR,Michael Campanaro,BAL,26,3,13,0,0,0,0,0,0,5,42,0,19,173,1,0.0,0.0,0,FW: 1st Tm All-Conf.,CampMi02,2017
KR,Pharoh Cooper,LAR,22,1,16,1,0,0,0,0,0,1,6,0,11,84,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm AP: 2nd Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,CoopPh00,2017
KR,Dion Lewis,NWE,27,6,16,8,0,0,0,0,0,180,896,6,32,214,3,0.0,0.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,LewiDi00,2017
KR,Tyler Lockett,SEA,25,2,16,8,0,0,0,0,0,10,58,0,45,555,2,0.0,0.0,0,AP: 2nd Tm PFF: 2nd Tm,LockTy00,2017
ST,Budda Baker,ARI,21,Rook,16,7,0,0,0,0,0,0,0,0,0,0,0,58.0,1.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,BakeBu00,2017
ST,Michael Thomas,MIA,27,4,13,2,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0,PFF: 1st Tm,ThomMi02,2017
ST,Matthew Slater,NWE,32,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,SlatMa00,2017
PK,Greg Zuerlein,LAR,30,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,ZuerGr00,2017
PK,Justin Tucker,BAL,28,5,16,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,TuckJu00,2017
QB,Patrick Mahomes,KAN,23,1,16,16,383,580,5097,50,12,60,272,2,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,MahoPa00,2018
QB,Drew Brees,NOR,39,17,15,15,364,489,3992,32,5,31,22,4,1,1,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm SN: 1st Tm,BreeDr00,2018
RB,Todd Gurley,LAR,24,3,14,14,0,0,0,0,0,256,1251,17,59,580,4,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,GurlTo01,2018
RB,Saquon Barkley,NYG,21,Rook,16,16,0,0,0,0,0,261,1307,11,91,721,4,0.0,0.0,0,PFF: 1st Tm SN: 1st Tm,BarkSa00,2018
RB,Ezekiel Elliott,DAL,23,2,15,15,0,0,0,0,0,304,1434,6,77,567,3,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm,ElliEz00,2018
RB,Phillip Lindsay,DEN,24,Rook,15,8,0,0,0,0,0,192,1037,9,35,241,1,1.0,0.0,0,FW: 1st Tm All-Conf.,LindPh00,2018
RB,Derrick Henry,TEN,24,2,16,12,2,3,14,0,0,215,1059,12,15,99,0,0.0,0.0,0,FW: 1st Tm All-Conf.,HenrDe00,2018
WR,DeAndre Hopkins,HOU,26,5,16,16,0,1,0,0,0,1,-7,0,115,1572,11,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,HopkDe00,2018
WR,Michael Thomas,NOR,25,2,16,16,0,0,0,0,0,0,0,0,125,1405,9,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,ThomMi05,2018
WR,Tyreek Hill,KAN,24,2,16,16,0,0,0,0,0,22,151,1,87,1479,12,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm AP: 2nd Tm PFF: 1st Tm,HillTy00,2018
WR,Julio Jones,ATL,29,7,16,16,0,0,0,0,0,2,12,0,113,1677,8,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm,JoneJu02,2018
WR,Keenan Allen,LAC,26,5,16,14,0,0,0,0,0,9,75,0,97,1196,6,0.0,0.0,0,PFF: 2nd Tm,AlleKe00,2018
TE,Travis Kelce,KAN,29,5,16,16,0,0,0,0,0,0,0,0,103,1336,10,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,KelcTr00,2018
TE,George Kittle,SFO,25,1,16,16,0,0,0,0,0,1,10,0,88,1377,5,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm,KittGe00,2018
TE,Zach Ertz,PHI,28,5,16,16,0,0,0,0,0,0,0,0,116,1163,8,0.0,0.0,0,SN: 1st Tm,ErtzZa00,2018
FLEX,Christian McCaffrey,CAR,22,1,16,16,1,1,50,1,0,219,1098,7,107,867,6,0.0,0.0,0,AP: 2nd Tm PFF: 2nd Tm,McCaCh01,2018
FLEX,Alvin Kamara,NOR,23,1,15,13,0,0,0,0,0,194,883,14,81,709,4,0.0,0.0,0,PFF: 2nd Tm,KamaAl00,2018
LT,Duane Brown,SEA,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,BrowDu20,2018
OT,Tyron Smith,DAL,28,7,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 1st Tm,SmitTy00,2018
